Driver,Track,Year,LapTime_s,MeanSpeed,MaxSpeed,ThrottleMean,BrakePct,BrakingEvents
HAM,Monza,2021,86.497,238.81005586592178,343.0,72.93854748603351,16.75977653631285,6
HAM,Monza,2021,86.58,238.89166666666668,330.0,73.71666666666667,16.38888888888889,7
HAM,Monza,2021,86.586,238.87465181058496,349.0,75.85515320334262,15.041782729805014,6
HAM,Monza,2021,86.595,238.90581717451525,345.0,73.19667590027701,16.897506925207757,6
HAM,Monza,2021,86.609,239.05,339.0,74.12222222222222,16.38888888888889,7
SAI,Monza,2021,85.559,242.10955056179776,329.0,76.64044943820225,14.606741573033707,7
SAI,Monza,2021,85.653,241.6225352112676,337.0,75.26760563380282,14.929577464788732,6
SAI,Monza,2021,85.715,241.2577030812325,341.0,73.89355742296918,16.5266106442577,7
SAI,Monza,2021,85.784,240.97471910112358,333.0,74.75842696629213,15.44943820224719,7
SAI,Monza,2021,85.858,241.06760563380283,331.0,76.75774647887324,14.084507042253522,7
SAI,Monza,2021,85.862,241.40056022408965,330.0,76.48179271708683,14.005602240896359,7
SAI,Monza,2021,85.91,240.83426966292134,328.0,76.87640449438203,14.04494382022472,7
SAI,Monza,2021,85.911,241.1605633802817,333.0,75.46197183098592,15.492957746478872,7
SAI,Monza,2021,85.922,240.3061797752809,335.0,74.86516853932584,15.168539325842698,7
SAI,Monza,2021,85.928,241.5586592178771,330.0,76.70949720670392,14.24581005586592,7
RUS,Monza,2021,85.835,240.76750700280112,333.0,73.00840336134453,16.246498599439775,8
RUS,Monza,2021,85.846,241.2556179775281,338.0,72.95224719101124,15.730337078651685,7
RUS,Monza,2021,86.023,240.19832402234636,335.0,73.46648044692738,16.480446927374302,7
RUS,Monza,2021,86.074,240.0782122905028,337.0,72.55307262569832,16.201117318435752,7
RUS,Monza,2021,86.088,239.96918767507003,334.0,71.72549019607843,17.647058823529413,7
RUS,Monza,2021,86.135,239.97206703910615,332.0,72.94413407821229,15.921787709497206,8
RUS,Monza,2021,86.207,239.87114845938376,336.0,71.17086834733894,15.966386554621847,7
RUS,Monza,2021,86.258,239.64166666666668,333.0,71.67222222222222,16.666666666666664,7
RUS,Monza,2021,86.274,239.7883008356546,336.0,71.59331476323119,16.434540389972145,7
RUS,Monza,2021,86.296,240.0560224089636,338.0,71.5798319327731,15.966386554621847,7
HAM,Silverstone,2021,89.699,233.19571045576407,308.0,73.31367292225201,13.672922252010725,8
HAM,Silverstone,2021,89.701,233.25066666666666,309.0,72.18133333333333,14.133333333333335,8
HAM,Silverstone,2021,89.801,232.89276139410188,308.0,72.53619302949062,15.281501340482572,8
HAM,Silverstone,2021,90.16,231.6968085106383,309.0,72.80319148936171,13.829787234042554,8
HAM,Silverstone,2021,90.258,231.85866666666666,307.0,72.19733333333333,14.666666666666666,8
HAM,Silverstone,2021,90.443,230.98138297872342,317.0,71.5186170212766,15.159574468085108,8
HAM,Silverstone,2021,90.468,230.51458885941645,309.0,72.36074270557029,14.588859416445624,8
HAM,Silverstone,2021,90.503,230.6595744680851,312.0,70.98404255319149,15.957446808510639,8
HAM,Silverstone,2021,90.52,231.29066666666668,308.0,69.90666666666667,15.2,9
HAM,Silverstone,2021,90.525,231.24403183023873,324.0,71.22546419098143,15.915119363395224,8
LEC,Silverstone,2021,90.569,230.84350132625994,306.0,75.38196286472149,12.73209549071618,10
LEC,Silverstone,2021,90.724,230.4206349206349,305.0,74.69576719576719,12.962962962962962,10
LEC,Silverstone,2021,90.846,230.2883597883598,306.0,74.95238095238095,13.492063492063492,12
LEC,Silverstone,2021,90.917,230.0557029177719,306.0,74.36870026525199,12.9973474801061,10
LEC,Silverstone,2021,91.149,229.4168865435356,307.0,73.48284960422164,13.984168865435356,11
LEC,Silverstone,2021,91.228,229.5065963060686,304.0,73.2981530343008,13.984168865435356,10
LEC,Silverstone,2021,91.271,229.49606299212599,305.0,73.44094488188976,11.286089238845145,10
LEC,Silverstone,2021,91.291,229.33509234828497,306.0,73.35620052770449,13.984168865435356,10
LEC,Silverstone,2021,91.384,228.89182058047493,305.0,73.91292875989446,12.928759894459102,10
LEC,Silverstone,2021,91.425,228.95,308.0,73.78421052631579,12.105263157894736,10
NOR,Silverstone,2021,91.418,222.6490765171504,300.0,72.40633245382585,13.984168865435356,8
NOR,Silverstone,2021,91.42,228.38845144356955,301.0,70.56692913385827,14.173228346456693,8
NOR,Silverstone,2021,91.572,228.55352480417756,301.0,71.08355091383812,14.882506527415144,8
NOR,Silverstone,2021,91.624,227.90526315789472,302.0,71.21842105263158,15.0,8
NOR,Silverstone,2021,91.666,228.11548556430446,299.0,70.40682414698163,12.335958005249344,8
NOR,Silverstone,2021,91.75,227.75456919060053,302.0,71.11227154046998,14.621409921671018,9
NOR,Silverstone,2021,91.762,227.4842105263158,300.0,70.05,14.210526315789473,9
NOR,Silverstone,2021,91.8,227.71204188481676,302.0,71.20418848167539,14.659685863874344,8
NOR,Silverstone,2021,91.823,227.49736842105264,300.0,70.93157894736842,14.473684210526317,8
NOR,Silverstone,2021,91.836,227.6840731070496,300.0,70.01566579634465,14.882506527415144,8
SAI,Silverstone,2021,91.223,229.19261213720316,316.0,70.69920844327177,15.03957783641161,10
SAI,Silverstone,2021,91.302,229.04736842105262,326.0,69.75,17.36842105263158,11
SAI,Silverstone,2021,91.306,229.4485488126649,307.0,72.24802110817942,13.720316622691293,9
SAI,Silverstone,2021,91.592,228.41884816753927,314.0,69.35340314136126,18.06282722513089,10
SAI,Silverstone,2021,91.706,228.36814621409923,309.0,72.1644908616188,14.882506527415144,9
SAI,Silverstone,2021,91.737,228.09424083769633,316.0,69.2696335078534,18.06282722513089,12
SAI,Silverstone,2021,91.742,228.3717277486911,330.0,69.92931937172774,17.539267015706805,11
SAI,Silverstone,2021,91.745,227.8089005235602,316.0,69.08900523560209,16.49214659685864,10
SAI,Silverstone,2021,91.784,227.71391076115486,329.0,68.88451443569554,17.585301837270343,12
SAI,Silverstone,2021,91.816,227.4046997389034,324.0,69.0626631853786,18.79895561357702,10
ALO,Silverstone,2021,91.698,228.3062827225131,301.0,73.6020942408377,13.350785340314136,8
ALO,Silverstone,2021,92.047,227.63089005235602,300.0,73.35602094240838,13.612565445026178,8
ALO,Silverstone,2021,92.194,226.86161879895562,300.0,71.26892950391645,12.793733681462141,7
ALO,Silverstone,2021,92.225,226.55729166666666,301.0,72.47135416666667,14.0625,8
ALO,Silverstone,2021,92.24,226.5078125,300.0,72.27604166666667,14.583333333333334,8
ALO,Silverstone,2021,92.361,226.42708333333334,298.0,72.29166666666667,15.885416666666666,10
ALO,Silverstone,2021,92.443,226.37142857142857,299.0,72.96883116883117,13.246753246753245,8
ALO,Silverstone,2021,92.476,225.9921875,300.0,72.015625,13.28125,8
ALO,Silverstone,2021,92.708,225.39119170984455,300.0,71.94818652849742,13.21243523316062,8
ALO,Silverstone,2021,92.763,225.5684754521964,300.0,72.17571059431525,14.21188630490956,8
STR,Silverstone,2021,91.992,227.43864229765012,305.0,70.66579634464752,17.4934725848564,12
STR,Silverstone,2021,92.23,226.88541666666666,306.0,70.21354166666667,17.96875,10
STR,Silverstone,2021,92.239,226.61197916666666,322.0,68.05208333333333,19.53125,11
STR,Silverstone,2021,92.33,226.63116883116882,317.0,68.68831168831169,19.74025974025974,11
STR,Silverstone,2021,92.429,226.04427083333334,321.0,68.24479166666667,20.3125,11
STR,Silverstone,2021,92.447,226.32987012987013,306.0,69.7064935064935,17.92207792207792,10
STR,Silverstone,2021,92.458,226.34725848563968,306.0,69.74151436031332,17.75456919060052,11
STR,Silverstone,2021,92.491,226.15364583333334,309.0,69.3984375,17.96875,11
STR,Silverstone,2021,92.602,225.76822916666666,305.0,69.11197916666667,17.447916666666664,11
STR,Silverstone,2021,92.655,225.5194805194805,321.0,67.65714285714286,19.74025974025974,11
OCO,Silverstone,2021,92.21,227.046875,302.0,71.19791666666667,14.0625,11
OCO,Silverstone,2021,92.236,226.63802083333334,307.0,70.0546875,16.145833333333336,9
OCO,Silverstone,2021,92.244,226.859375,302.0,71.328125,14.583333333333334,9
OCO,Silverstone,2021,92.349,226.609375,301.0,71.46354166666667,14.583333333333334,8
OCO,Silverstone,2021,92.4,226.78067885117494,301.0,71.09138381201045,15.404699738903393,12
OCO,Silverstone,2021,92.492,225.97662337662337,306.0,69.34285714285714,15.064935064935064,10
OCO,Silverstone,2021,92.497,225.8181818181818,312.0,70.27012987012986,15.584415584415584,9
OCO,Silverstone,2021,92.522,225.8987012987013,308.0,69.66753246753247,14.025974025974024,9
OCO,Silverstone,2021,92.588,225.60103626943004,310.0,70.06217616580311,15.544041450777202,10
OCO,Silverstone,2021,92.612,225.76103896103896,307.0,70.07792207792208,15.324675324675324,12
TSU,Silverstone,2021,90.826,230.6392572944297,302.0,73.55702917771883,12.73209549071618,7
TSU,Silverstone,2021,90.886,230.0873015873016,303.0,73.45238095238095,13.756613756613756,7
TSU,Silverstone,2021,91.101,229.91029023746702,304.0,72.93667546174143,12.66490765171504,7
TSU,Silverstone,2021,91.209,229.40633245382585,300.0,72.7335092348285,13.984168865435356,7
TSU,Silverstone,2021,91.559,228.3979057591623,302.0,71.7303664921466,13.874345549738221,8
TSU,Silverstone,2021,92.253,226.61780104712042,314.0,69.61780104712042,15.706806282722512,9
TSU,Silverstone,2021,92.319,226.01827676240208,323.0,68.95822454308095,18.5378590078329,10
TSU,Silverstone,2021,92.359,226.11979166666666,326.0,67.88541666666667,18.229166666666664,10
TSU,Silverstone,2021,92.577,226.2987012987013,303.0,72.02597402597402,14.025974025974024,8
TSU,Silverstone,2021,92.578,226.09350649350648,300.0,71.74285714285715,13.246753246753245,7
GAS,Silverstone,2021,90.266,231.79787234042553,305.0,75.48936170212765,13.563829787234042,7
GAS,Silverstone,2021,90.494,231.22666666666666,302.0,74.86666666666666,12.533333333333333,8
GAS,Silverstone,2021,90.74,230.2275132275132,316.0,72.07936507936508,15.608465608465607,8
GAS,Silverstone,2021,90.995,229.87598944591028,332.0,71.87335092348285,13.984168865435356,8
GAS,Silverstone,2021,92.093,226.63185378590077,321.0,70.00783289817232,15.143603133159269,8
GAS,Silverstone,2021,92.109,226.828125,326.0,69.1171875,14.583333333333334,9
GAS,Silverstone,2021,92.402,226.12467532467534,323.0,68.6103896103896,16.883116883116884,9
GAS,Silverstone,2021,92.414,225.65625,326.0,69.02864583333333,15.885416666666666,8
GAS,Silverstone,2021,92.505,226.1015625,305.0,70.28645833333333,14.84375,8
GAS,Silverstone,2021,92.544,225.8181818181818,325.0,68.3974025974026,16.103896103896105,8
RUS,Silverstone,2021,92.049,227.2532637075718,309.0,71.60835509138381,15.66579634464752,11
RUS,Silverstone,2021,92.424,226.15584415584416,307.0,69.71688311688311,16.363636363636363,8
RUS,Silverstone,2021,92.597,225.82642487046633,311.0,67.56994818652849,17.616580310880828,10
RUS,Silverstone,2021,92.617,225.9296875,310.0,68.42447916666667,17.1875,11
RUS,Silverstone,2021,92.629,225.47272727272727,315.0,66.86493506493507,17.662337662337663,9
RUS,Silverstone,2021,92.675,225.5948051948052,313.0,67.94025974025973,17.142857142857142,10
RUS,Silverstone,2021,92.861,225.11369509043928,308.0,71.18087855297158,15.245478036175712,11
RUS,Silverstone,2021,92.936,225.01291989664082,316.0,66.7157622739018,17.571059431524546,11
RUS,Silverstone,2021,92.972,218.53766233766234,308.0,70.12207792207792,18.181818181818183,9
RUS,Silverstone,2021,93.1,224.73643410852713,316.0,66.63049095607235,16.795865633074936,10
GAS,Spa,2021,81.375,206.7337278106509,305.0,69.31065088757397,16.272189349112427,8
GAS,Spa,2021,81.387,206.20474777448072,326.0,67.76261127596439,18.694362017804153,8
GAS,Spa,2021,81.404,205.9526627218935,305.0,69.18639053254438,16.56804733727811,8
GAS,Spa,2021,81.496,205.89380530973452,306.0,68.1386430678466,17.699115044247787,8
GAS,Spa,2021,81.729,205.11242603550295,339.0,66.59171597633136,18.04733727810651,8
GAS,Spa,2021,81.892,204.60703812316714,335.0,66.73900293255132,19.06158357771261,8
GAS,Spa,2021,82.019,204.4692082111437,310.0,67.79472140762464,19.06158357771261,8
GAS,Spa,2021,82.804,202.10233918128654,338.0,64.1140350877193,18.421052631578945,8
GAS,Spa,2021,82.895,201.63372093023256,335.0,64.44767441860465,19.476744186046513,8
GAS,Spa,2021,82.945,201.83188405797102,331.0,64.09565217391304,19.710144927536234,8
ALO,Spa,2021,81.182,207.40828402366864,309.0,68.94082840236686,18.34319526627219,9
ALO,Spa,2021,81.355,206.14243323442136,307.0,68.86053412462908,17.210682492581604,9
ALO,Spa,2021,83.452,201.0635838150289,306.0,66.47109826589596,17.341040462427745,9
ALO,Spa,2021,83.858,199.83667621776505,332.0,64.45558739255014,20.34383954154728,8
